result_id,analysis,language,model,task,layers,cohort_programs,status,provenance,primary_output,validation,production_script,paper_comparability,caveats
probe-go-codebert-distance_id,DirectProbe,go,codebert,distance_id,"5,9,12",3000,complete,multilingual final-3000 run,DirectProbe/final_3000/results/go/distance_id/codebert,DirectProbe/final_3000/requested_probing_parallel_queue_manifest.json,DirectProbe/run_requested_probe_queue.py,"same tasks, pair construction, and layer convention",pair-level split; source programs overlap between train and test
probe-go-codebert-siblings,DirectProbe,go,codebert,siblings,"5,9,12",3000,complete,multilingual final-3000 run,DirectProbe/final_3000/results/go/siblings/codebert,DirectProbe/final_3000/requested_probing_parallel_queue_manifest.json,DirectProbe/run_requested_probe_queue.py,"same tasks, pair construction, and layer convention",pair-level split; source programs overlap between train and test
probe-go-codebert-siblings_id,DirectProbe,go,codebert,siblings_id,"5,9,12",3000,complete,multilingual final-3000 run,DirectProbe/final_3000/results/go/siblings_id/codebert,DirectProbe/final_3000/requested_probing_parallel_queue_manifest.json,DirectProbe/run_requested_probe_queue.py,"same tasks, pair construction, and layer convention",pair-level split; source programs overlap between train and test
probe-go-codebert-dfg,DirectProbe,go,codebert,dfg,"5,9,12",3000,complete,multilingual final-3000 run,DirectProbe/final_3000/results/go/dfg/codebert,DirectProbe/final_3000/requested_probing_parallel_queue_manifest.json,DirectProbe/run_requested_probe_queue.py,"same tasks, pair construction, and layer convention",pair-level split; source programs overlap between train and test
probe-go-graphcodebert-distance,DirectProbe,go,graphcodebert,distance,"5,9,12",3000,complete,multilingual final-3000 run,DirectProbe/final_3000/results/go/distance/graphcodebert,DirectProbe/final_3000/requested_probing_parallel_queue_manifest.json,DirectProbe/run_requested_probe_queue.py,"same tasks, pair construction, and layer convention",pair-level split; source programs overlap between train and test
probe-go-graphcodebert-distance_id,DirectProbe,go,graphcodebert,distance_id,"5,9,12",3000,complete,multilingual final-3000 run,DirectProbe/final_3000/results/go/distance_id/graphcodebert,DirectProbe/final_3000/requested_probing_parallel_queue_manifest.json,DirectProbe/run_requested_probe_queue.py,"same tasks, pair construction, and layer convention",pair-level split; source programs overlap between train and test
probe-go-graphcodebert-siblings,DirectProbe,go,graphcodebert,siblings,"5,9,12",3000,complete,multilingual final-3000 run,DirectProbe/final_3000/results/go/siblings/graphcodebert,DirectProbe/final_3000/requested_probing_parallel_queue_manifest.json,DirectProbe/run_requested_probe_queue.py,"same tasks, pair construction, and layer convention",pair-level split; source programs overlap between train and test
probe-go-graphcodebert-siblings_id,DirectProbe,go,graphcodebert,siblings_id,"5,9,12",3000,complete,multilingual final-3000 run,DirectProbe/final_3000/results/go/siblings_id/graphcodebert,DirectProbe/final_3000/requested_probing_parallel_queue_manifest.json,DirectProbe/run_requested_probe_queue.py,"same tasks, pair construction, and layer convention",pair-level split; source programs overlap between train and test
probe-go-graphcodebert-dfg,DirectProbe,go,graphcodebert,dfg,"5,9,12",3000,complete,multilingual final-3000 run,DirectProbe/final_3000/results/go/dfg/graphcodebert,DirectProbe/final_3000/requested_probing_parallel_queue_manifest.json,DirectProbe/run_requested_probe_queue.py,"same tasks, pair construction, and layer convention",pair-level split; source programs overlap between train and test
probe-go-codet5-distance,DirectProbe,go,codet5,distance,"5,9,12",3000,complete,multilingual final-3000 run,DirectProbe/final_3000/results/go/distance/codet5,DirectProbe/final_3000/requested_probing_parallel_queue_manifest.json,DirectProbe/run_requested_probe_queue.py,"same tasks, pair construction, and layer convention",pair-level split; source programs overlap between train and test
probe-go-codet5-distance_id,DirectProbe,go,codet5,distance_id,"5,9,12",3000,complete,multilingual final-3000 run,DirectProbe/final_3000/results/go/distance_id/codet5,DirectProbe/final_3000/requested_probing_parallel_queue_manifest.json,DirectProbe/run_requested_probe_queue.py,"same tasks, pair construction, and layer convention",pair-level split; source programs overlap between train and test
probe-go-codet5-siblings,DirectProbe,go,codet5,siblings,"5,9,12",3000,complete,multilingual final-3000 run,DirectProbe/final_3000/results/go/siblings/codet5,DirectProbe/final_3000/requested_probing_parallel_queue_manifest.json,DirectProbe/run_requested_probe_queue.py,"same tasks, pair construction, and layer convention",pair-level split; source programs overlap between train and test
probe-go-codet5-siblings_id,DirectProbe,go,codet5,siblings_id,"5,9,12",3000,complete,multilingual final-3000 run,DirectProbe/final_3000/results/go/siblings_id/codet5,DirectProbe/final_3000/requested_probing_parallel_queue_manifest.json,DirectProbe/run_requested_probe_queue.py,"same tasks, pair construction, and layer convention",pair-level split; source programs overlap between train and test
probe-go-codet5-dfg,DirectProbe,go,codet5,dfg,"5,9,12",3000,complete,multilingual final-3000 run,DirectProbe/final_3000/results/go/dfg/codet5,DirectProbe/final_3000/requested_probing_parallel_queue_manifest.json,DirectProbe/run_requested_probe_queue.py,"same tasks, pair construction, and layer convention",pair-level split; source programs overlap between train and test
tsne-python-codebert-token_types,t-SNE,python,codebert,token types,5,3000,complete,final-3000 recomputation,analysis_results/python/tsne/final_3000/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative; main paper-style comparison; independent projections and different programs across languages
tsne-python-codebert-distances,t-SNE,python,codebert,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/python/tsne/final_3000/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative; main paper-style comparison; independent projections and different programs across languages
tsne-python-graphcodebert-token_types,t-SNE,python,graphcodebert,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/python/graphcodebert/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-python-graphcodebert-distances,t-SNE,python,graphcodebert,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/python/graphcodebert/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-python-unixcoder-token_types,t-SNE,python,unixcoder,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/python/unixcoder/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-python-unixcoder-distances,t-SNE,python,unixcoder,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/python/unixcoder/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-python-plbart-token_types,t-SNE,python,plbart,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/python/plbart/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-python-plbart-distances,t-SNE,python,plbart,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/python/plbart/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-python-codet5-token_types,t-SNE,python,codet5,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/python/codet5/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-python-codet5-distances,t-SNE,python,codet5,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/python/codet5/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-python-codet5p_220-token_types,t-SNE,python,codet5p_220,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/python/codet5p_220/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-python-codet5p_220-distances,t-SNE,python,codet5p_220,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/python/codet5p_220/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-java-codebert-token_types,t-SNE,java,codebert,token types,5,3000,complete,final-3000 recomputation,analysis_results/java/tsne/final_3000/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative; main paper-style comparison; independent projections and different programs across languages
tsne-java-codebert-distances,t-SNE,java,codebert,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/java/tsne/final_3000/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative; main paper-style comparison; independent projections and different programs across languages
tsne-java-graphcodebert-token_types,t-SNE,java,graphcodebert,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/java/graphcodebert/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-java-graphcodebert-distances,t-SNE,java,graphcodebert,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/java/graphcodebert/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-java-unixcoder-token_types,t-SNE,java,unixcoder,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/java/unixcoder/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-java-unixcoder-distances,t-SNE,java,unixcoder,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/java/unixcoder/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-java-plbart-token_types,t-SNE,java,plbart,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/java/plbart/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-java-plbart-distances,t-SNE,java,plbart,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/java/plbart/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-java-codet5-token_types,t-SNE,java,codet5,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/java/codet5/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-java-codet5-distances,t-SNE,java,codet5,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/java/codet5/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-java-codet5p_220-token_types,t-SNE,java,codet5p_220,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/java/codet5p_220/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-java-codet5p_220-distances,t-SNE,java,codet5p_220,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/java/codet5p_220/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-javascript-codebert-token_types,t-SNE,javascript,codebert,token types,5,3000,complete,final-3000 recomputation,analysis_results/javascript/tsne/final_3000/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative; main paper-style comparison; independent projections and different programs across languages
tsne-javascript-codebert-distances,t-SNE,javascript,codebert,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/javascript/tsne/final_3000/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative; main paper-style comparison; independent projections and different programs across languages
tsne-javascript-graphcodebert-token_types,t-SNE,javascript,graphcodebert,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/javascript/graphcodebert/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-javascript-graphcodebert-distances,t-SNE,javascript,graphcodebert,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/javascript/graphcodebert/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-javascript-unixcoder-token_types,t-SNE,javascript,unixcoder,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/javascript/unixcoder/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-javascript-unixcoder-distances,t-SNE,javascript,unixcoder,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/javascript/unixcoder/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-javascript-plbart-token_types,t-SNE,javascript,plbart,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/javascript/plbart/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-javascript-plbart-distances,t-SNE,javascript,plbart,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/javascript/plbart/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-javascript-codet5-token_types,t-SNE,javascript,codet5,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/javascript/codet5/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-javascript-codet5-distances,t-SNE,javascript,codet5,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/javascript/codet5/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-javascript-codet5p_220-token_types,t-SNE,javascript,codet5p_220,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/javascript/codet5p_220/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-javascript-codet5p_220-distances,t-SNE,javascript,codet5p_220,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/javascript/codet5p_220/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-go-codebert-token_types,t-SNE,go,codebert,token types,5,3000,complete,final-3000 recomputation,analysis_results/go/tsne/final_3000/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative; main paper-style comparison; independent projections and different programs across languages
tsne-go-codebert-distances,t-SNE,go,codebert,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/go/tsne/final_3000/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative; main paper-style comparison; independent projections and different programs across languages
tsne-go-graphcodebert-token_types,t-SNE,go,graphcodebert,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/go/graphcodebert/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-go-graphcodebert-distances,t-SNE,go,graphcodebert,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/go/graphcodebert/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-go-unixcoder-token_types,t-SNE,go,unixcoder,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/go/unixcoder/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-go-unixcoder-distances,t-SNE,go,unixcoder,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/go/unixcoder/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-go-plbart-token_types,t-SNE,go,plbart,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/go/plbart/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-go-plbart-distances,t-SNE,go,plbart,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/go/plbart/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-go-codet5-token_types,t-SNE,go,codet5,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/go/codet5/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-go-codet5-distances,t-SNE,go,codet5,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/go/codet5/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-go-codet5p_220-token_types,t-SNE,go,codet5p_220,token types,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/go/codet5p_220/hidden_tsne/token_types/token_type_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
tsne-go-codet5p_220-distances,t-SNE,go,codet5p_220,AST/hidden distances,5,3000,complete,final-3000 recomputation,analysis_results/final_3000_multimodel/go/codet5p_220/hidden_tsne/distances/distance_tsne_manifest.json,,attention/hidden_tsne.py,paper visualization design,qualitative supplemental output; not used in the main CodeBERT-only paper-style figure
validation-program-disjoint-probe-control,validation audit,all,selected,program-disjoint-probe-control,12 or applicable,see audit,complete,project validation,results/validation/probe_split_audit.json,results/validation/README.md,results/validation/probe_split_audit.py,diagnostic only,see validation_audit/README.md for interpretation boundaries
validation-PLBART-reference-diagnosis,validation audit,all,selected,PLBART-reference-diagnosis,12 or applicable,see audit,complete,project validation,results/validation/plbart_reference_audit.json,results/validation/README.md,results/validation/plbart_reference_audit.py,diagnostic only,see validation_audit/README.md for interpretation boundaries
validation-manual-DFG-density-audit,validation audit,all,selected,manual-DFG-density-audit,12 or applicable,see audit,complete,project validation,results/validation/dfg_manual_audit.json,results/validation/README.md,results/validation/dfg_manual_audit.py,diagnostic only,see validation_audit/README.md for interpretation boundaries
